1551120041,1562,analog-output-speaker,0.000000,0.000000
1551120041,1562,analog-output-speaker,0.000000,0.000000
1551120041,1562,analog-output-speaker,0.970000,0.475300
1551120042,1562,analog-output-speaker,0.000000,0.000000
1551120042,1562,analog-output-speaker,0.000000,0.000000
1551120042,1563,analog-output-speaker,0.000000,0.000000
1551120042,1563,analog-output-speaker,0.970000,0.475300
1551120048,1563,analog-output-speaker,0.970000,0.475300
1551120074,1563,analog-output-headphones,0.970000,0.368600
1551120076,1563,analog-output-headphones,0.970000,0.310400
1551120079,1563,analog-output-headphones,0.970000,0.252200
1551120084,1563,analog-output-headphones,0.970000,0.194000
1551120086,1563,analog-output-headphones,0.970000,0.252200
1551120087,1563,analog-output-headphones,0.970000,0.194000
1551120088,1563,analog-output-headphones,0.970000,0.252200
1551120092,1563,analog-output-headphones,0.970000,0.194000
1551120093,1563,analog-output-headphones,0.970000,0.252200
1551120109,1563,analog-output-headphones,0.970000,0.194000
1551120113,1563,analog-output-speaker,0.970000,0.475300
1551120120,1563,analog-output-headphones,0.970000,0.194000
1551120123,1563,analog-output-speaker,0.970000,0.475300
1551120130,1563,analog-output-headphones,0.970000,0.194000
1551120134,1563,analog-output-speaker,0.970000,0.475300
1551120270,1563,analog-output-headphones,0.000000,0.000000
1551120271,1563,analog-output-headphones,0.000000,0.000000
1551120271,1573,analog-output-headphones,0.000000,0.000000
1551120271,1573,analog-output-headphones,0.970000,0.194000
1551120396,1573,analog-output-headphones,0.000000,0.000000
1551120396,1573,analog-output-headphones,0.000000,0.000000
1551120396,1574,analog-output-headphones,0.000000,0.000000
1551120396,1574,analog-output-headphones,0.970000,0.194000
1551120601,1574,analog-output-headphones,0.000000,0.000000
1551120601,1574,analog-output-headphones,0.000000,0.000000
1551120601,1575,analog-output-headphones,0.000000,0.000000
1551120601,1575,analog-output-headphones,0.970000,0.194000
1551120607,1575,analog-output-headphones,0.970000,0.194000
1551120613,1575,analog-output-speaker,0.970000,0.475300
1551120806,1575,analog-output-headphones,0.000000,0.000000
1551120806,1575,analog-output-headphones,0.000000,0.000000
1551120806,1576,analog-output-headphones,0.000000,0.000000
1551120806,1576,analog-output-headphones,0.970000,0.194000
1551120985,1576,analog-output-headphones,0.000000,0.000000
1551120985,1576,analog-output-headphones,0.000000,0.000000
1551120986,1577,analog-output-headphones,0.000000,0.000000
1551120986,1577,analog-output-headphones,0.970000,0.194000
1551121158,1577,analog-output-headphones,0.000000,0.000000
1551121158,1577,analog-output-headphones,0.000000,0.000000
1551121159,1578,analog-output-headphones,0.000000,0.000000
